contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY260918C00415000,2026-08-03 15:15:06+00:00,415.0,342.2,352.88,356.29,0.0,0.0,2.0,110,1.0727585424804689,True,REGULAR,USD
SPY260918C00420000,2026-07-20 14:52:07+00:00,420.0,327.77,347.9,351.31,0.0,0.0,1.0,76,1.0561570629882815,True,REGULAR,USD
SPY260918C00425000,2026-08-07 16:22:54+00:00,425.0,349.34,342.91,346.33,0.0,0.0,1.0,16,1.0390673046875003,True,REGULAR,USD
SPY260918C00430000,2026-07-29 17:09:23+00:00,430.0,308.94,337.93,341.34,0.0,0.0,1.0,797,1.0222216857910156,True,REGULAR,USD
SPY260918C00435000,2026-08-17 15:59:22+00:00,435.0,341.87,332.95,336.39,0.0,0.0,17.0,28,1.0074512518310546,True,REGULAR,USD
SPY260918C00440000,2026-08-17 15:38:43+00:00,440.0,336.63,327.97,331.38,0.0,0.0,9.0,26,0.9899903344726562,True,REGULAR,USD
SPY260918C00445000,2026-07-28 18:53:20+00:00,445.0,299.11,322.99,326.4,0.0,0.0,1.0,7,0.9741213525390625,True,REGULAR,USD
SPY260918C00450000,2026-08-17 19:23:48+00:00,450.0,324.97,318.01,321.42,0.0,0.0,10.0,245,0.9582523706054686,True,REGULAR,USD
SPY260918C00455000,2026-08-17 15:37:09+00:00,455.0,321.75,313.02,316.44,0.0,0.0,1.0,255,0.9421392504882812,True,REGULAR,USD
SPY260918C00460000,2026-08-11 15:33:01+00:00,460.0,314.37,308.04,311.46,0.0,0.0,3.0,138,0.9265144067382812,True,REGULAR,USD
SPY260918C00465000,2026-08-17 15:39:48+00:00,465.0,311.66,303.06,306.48,0.0,0.0,2.0,14,0.9110116320800781,True,REGULAR,USD
SPY260918C00470000,2026-08-17 15:48:13+00:00,470.0,306.74,298.08,301.51,0.0,0.0,163.0,174,0.8959971337890623,True,REGULAR,USD
SPY260918C00475000,2026-08-13 14:19:18+00:00,475.0,305.34,293.1,296.53,0.0,0.0,8.0,16,0.880738497314453,True,REGULAR,USD
SPY260918C00480000,2026-08-17 13:30:04+00:00,480.0,297.9,288.12,291.55,0.0,0.0,1.0,24,0.8656019299316406,True,REGULAR,USD
SPY260918C00485000,2026-07-20 18:13:34+00:00,485.0,263.73,283.14,286.57,0.0,0.0,1.0,20,0.8504653625488281,True,REGULAR,USD
SPY260918C00490000,2026-08-14 19:12:23+00:00,490.0,287.94,278.16,281.58,0.0,0.0,4.0,27,0.8350846569824217,True,REGULAR,USD
SPY260918C00495000,2026-07-29 18:50:36+00:00,495.0,250.03,273.18,276.6,0.0,0.0,1.0,86,0.820192227783203,True,REGULAR,USD
SPY260918C00500000,2026-08-17 16:58:09+00:00,500.0,276.91,268.21,271.63,0.0,0.0,4.0,195,0.8061542822265625,True,REGULAR,USD
SPY260918C00505000,2026-08-10 14:14:15+00:00,505.0,271.29,263.23,266.64,0.0,0.0,2.0,53,0.79101771484375,True,REGULAR,USD
SPY260918C00510000,2026-08-18 14:49:10+00:00,510.0,260.31,258.25,261.66,-5.9200134,-2.2236462,2.0,125,0.7763694238281251,True,REGULAR,USD
SPY260918C00515000,2026-08-05 16:50:27+00:00,515.0,259.12,253.27,256.68,0.0,0.0,30.0,3361,0.7618432019042969,True,REGULAR,USD
SPY260918C00520000,2026-08-18 15:00:37+00:00,520.0,249.78,248.29,251.71,-9.390015,-3.62311,1.0,99,0.7476831872558594,True,REGULAR,USD
SPY260918C00525000,2026-08-17 17:04:12+00:00,525.0,251.55,243.32,246.73,0.0,0.0,1.0,60,0.7336452416992187,True,REGULAR,USD
SPY260918C00530000,2026-08-11 15:22:27+00:00,530.0,244.83,238.34,241.76,0.0,0.0,5.0,99,0.7196072961425781,True,REGULAR,USD
SPY260918C00535000,2026-08-18 13:57:57+00:00,535.0,235.44,233.37,236.78,32.04001,15.752217,2.0,67,0.7055693505859376,True,REGULAR,USD
SPY260918C00540000,2026-08-17 15:17:21+00:00,540.0,237.56,228.39,231.81,0.0,0.0,2.0,91,0.6916534741210938,True,REGULAR,USD
SPY260918C00545000,2026-08-12 13:52:10+00:00,545.0,230.1,223.42,226.83,0.0,0.0,1.0,67,0.6777375976562501,True,REGULAR,USD
SPY260918C00550000,2026-08-17 15:23:13+00:00,550.0,227.73,218.44,221.86,0.0,0.0,4.0,1154,0.6639437902832033,True,REGULAR,USD
SPY260918C00555000,2026-08-13 16:54:31+00:00,555.0,223.8,213.47,216.88,0.0,0.0,1.0,114,0.6501499829101562,True,REGULAR,USD
SPY260918C00560000,2026-08-11 14:23:34+00:00,560.0,210.6,208.5,211.91,-5.599991,-2.5901902,1.0,132,0.6367223828125,True,REGULAR,USD
SPY260918C00565000,2026-08-17 16:02:52+00:00,565.0,212.26,203.53,206.94,0.0,0.0,1.0,1384,0.6232947827148438,True,REGULAR,USD
SPY260918C00570000,2026-08-17 16:12:35+00:00,570.0,207.35,198.56,201.97,0.0,0.0,1.0,198,0.6098671826171876,True,REGULAR,USD
SPY260918C00575000,2026-08-17 16:02:59+00:00,575.0,202.33,193.59,197.1,0.0,0.0,1.0,151,0.5989419989013673,True,REGULAR,USD
SPY260918C00580000,2026-08-14 13:35:20+00:00,580.0,200.46,188.62,192.03,0.0,0.0,1.0,226,0.5831340515136718,True,REGULAR,USD
SPY260918C00585000,2026-08-11 19:45:43+00:00,585.0,188.17,183.65,187.07,0.0,0.0,1.0,828,0.5700726586914062,True,REGULAR,USD
SPY260918C00590000,2026-08-14 13:59:02+00:00,590.0,190.61,178.68,182.1,0.0,0.0,4.0,119,0.556767127685547,True,REGULAR,USD
SPY260918C00595000,2026-08-17 18:22:43+00:00,595.0,181.08,173.72,177.16,0.0,0.0,6.0,434,0.5443160803222657,True,REGULAR,USD
SPY260918C00600000,2026-08-18 14:59:59+00:00,600.0,170.71,168.83,172.19,-6.9799957,-3.9281871,1.0,5190,0.5327195166015625,True,REGULAR,USD
SPY260918C00601000,2026-07-29 19:14:06+00:00,601.0,142.41,167.76,171.2,0.0,0.0,2.0,1,0.5285081329345704,True,REGULAR,USD
SPY260918C00602000,2026-08-06 19:19:27+00:00,602.0,170.48,166.77,170.19,0.0,0.0,,4,0.5256395092773438,True,REGULAR,USD
SPY260918C00604000,2026-08-11 14:51:12+00:00,604.0,172.32,164.79,168.2,0.0,0.0,16.0,33,0.520390538330078,True,REGULAR,USD
SPY260918C00605000,2026-08-14 15:21:16+00:00,605.0,173.92,163.8,167.21,0.0,0.0,1.0,259,0.5179491564941407,True,REGULAR,USD
SPY260918C00610000,2026-08-18 13:50:13+00:00,610.0,160.75,158.83,162.25,-4.9100037,-2.9639041,2.0,422,0.5048267291259765,True,REGULAR,USD
SPY260918C00611000,2026-07-29 15:40:31+00:00,611.0,128.47,157.84,161.26,0.0,0.0,1.0,2,0.5023243127441408,True,REGULAR,USD
SPY260918C00612000,2026-07-24 19:55:36+00:00,612.0,131.76,156.95,160.16,0.0,0.0,,1,0.5566450585937501,True,REGULAR,USD
SPY260918C00614000,2026-08-10 19:29:15+00:00,614.0,161.74,154.87,158.28,0.0,0.0,3.0,3,0.5541426422119142,True,REGULAR,USD
SPY260918C00615000,2026-08-14 17:56:18+00:00,615.0,163.18,153.88,157.29,0.0,0.0,3.0,187,0.5513350531005861,True,REGULAR,USD
SPY260918C00616000,2026-08-14 17:56:18+00:00,616.0,162.11,152.88,156.3,0.0,0.0,3.0,4,0.5485274639892579,True,REGULAR,USD
SPY260918C00617000,2026-08-05 19:07:08+00:00,617.0,158.15,151.89,155.31,0.0,0.0,1.0,2,0.5456588403320313,True,REGULAR,USD
SPY260918C00618000,2026-07-28 16:38:45+00:00,618.0,128.56,150.9,154.32,0.0,0.0,46.0,19,0.5428512512207033,True,REGULAR,USD
SPY260918C00619000,2026-06-25 13:46:33+00:00,619.0,123.33,149.91,153.33,0.0,0.0,,2,0.5400436621093752,True,REGULAR,USD
SPY260918C00620000,2026-08-17 15:15:01+00:00,620.0,157.8,148.99,152.22,0.0,0.0,1.0,833,0.5335129656982422,True,REGULAR,USD
SPY260918C00621000,2026-07-06 17:00:20+00:00,621.0,136.71,147.93,151.34,0.0,0.0,,1,0.5340622766113281,True,REGULAR,USD
SPY260918C00622000,2026-08-04 16:59:12+00:00,622.0,151.7,146.94,150.35,0.0,0.0,1.0,2,0.5312546875,True,REGULAR,USD
SPY260918C00623000,2026-07-06 17:12:10+00:00,623.0,135.54,145.95,149.36,0.0,0.0,,5,0.528447098388672,True,REGULAR,USD
SPY260918C00624000,2026-07-06 19:58:55+00:00,624.0,134.52,144.95,148.37,0.0,0.0,,2,0.5255784747314454,True,REGULAR,USD
SPY260918C00625000,2026-08-17 14:03:12+00:00,625.0,152.92,144.0,147.38,0.0,0.0,4.0,851,0.5227708856201172,True,REGULAR,USD
SPY260918C00626000,2026-07-14 18:57:28+00:00,626.0,132.57,142.97,146.39,0.0,0.0,,1,0.519963296508789,True,REGULAR,USD
SPY260918C00628000,2026-06-17 17:57:19+00:00,628.0,130.66,146.18,114.94,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
SPY260918C00630000,2026-08-14 15:37:05+00:00,630.0,148.79,139.01,142.43,0.0,0.0,20.0,1121,0.5086108709716797,True,REGULAR,USD
SPY260918C00635000,2026-08-17 15:26:15+00:00,635.0,143.08,134.06,137.48,0.0,0.0,15.0,1033,0.4944813735961915,True,REGULAR,USD
SPY260918C00637000,2026-07-24 19:27:45+00:00,637.0,107.04,132.08,135.5,0.0,0.0,,1,0.48883567810058604,True,REGULAR,USD
SPY260918C00640000,2026-08-18 15:16:37+00:00,640.0,130.61,129.11,132.53,-7.3399963,-5.320766,17.0,1929,0.4802908416748046,True,REGULAR,USD
SPY260918C00641000,2026-06-25 14:19:51+00:00,641.0,106.02,128.12,131.54,0.0,0.0,,1,0.47748325256347657,True,REGULAR,USD
SPY260918C00643000,2026-07-23 17:06:19+00:00,643.0,102.49,126.15,129.56,0.0,0.0,2.0,3,0.4718070397949219,True,REGULAR,USD
SPY260918C00644000,2026-07-31 16:58:42+00:00,644.0,105.6,125.16,128.57,0.0,0.0,2.0,13,0.4689384161376954,True,REGULAR,USD
SPY260918C00645000,2026-08-17 14:32:24+00:00,645.0,133.0,124.17,127.59,0.0,0.0,2.0,1015,0.466374965209961,True,REGULAR,USD
SPY260918C00646000,2026-08-11 15:50:55+00:00,646.0,129.39,123.18,126.6,0.0,0.0,1.0,17,0.4635063415527344,True,REGULAR,USD
SPY260918C00647000,2026-07-17 16:05:26+00:00,647.0,105.87,122.19,125.61,0.0,0.0,1.0,3,0.4606682351684571,True,REGULAR,USD
SPY260918C00648000,2026-07-24 18:30:47+00:00,648.0,98.16,121.2,124.62,0.0,0.0,1.0,2,0.4578301287841797,True,REGULAR,USD
SPY260918C00649000,2026-08-14 16:59:35+00:00,649.0,129.75,120.21,123.63,0.0,0.0,3.0,4,0.4549615051269531,True,REGULAR,USD
SPY260918C00650000,2026-08-18 15:14:43+00:00,650.0,120.6,119.23,122.64,-5.4000015,-4.285715,1.0,3296,0.4520928814697266,True,REGULAR,USD
SPY260918C00653000,2026-08-17 13:59:09+00:00,653.0,125.73,116.26,119.7,0.0,0.0,160.0,163,0.44431097686767573,True,REGULAR,USD
SPY260918C00654000,2026-06-18 16:00:55+00:00,654.0,104.15,120.54,94.22,0.0,0.0,2.0,11,1.0000000000000003e-05,True,REGULAR,USD
SPY260918C00655000,2026-08-18 14:16:43+00:00,655.0,116.28,114.29,117.71,-6.4000015,-5.216825,2.0,1120,0.43836010864257813,True,REGULAR,USD
SPY260918C00656000,2026-08-17 19:13:49+00:00,656.0,120.1,113.3,116.72,0.0,0.0,5.0,6,0.4354914849853516,True,REGULAR,USD
SPY260918C00660000,2026-08-18 18:11:36+00:00,660.0,110.36,110.29,112.79,-6.220001,-5.335393,4.0,4181,0.42474940490722657,True,REGULAR,USD
SPY260918C00661000,2026-07-17 15:46:37+00:00,661.0,92.22,108.37,111.79,0.0,0.0,1.0,1,0.421606125793457,True,REGULAR,USD
SPY260918C00662000,2026-08-17 14:33:00+00:00,662.0,116.18,107.38,110.8,0.0,0.0,1.0,3,0.41870698486328123,True,REGULAR,USD
SPY260918C00663000,2026-08-07 15:44:51+00:00,663.0,113.79,106.4,109.82,0.0,0.0,1.0,2,0.41608249938964836,True,REGULAR,USD
SPY260918C00665000,2026-08-18 17:13:28+00:00,665.0,106.39,104.43,107.85,-5.1600037,-4.6257315,16.0,4622,0.4105588729858398,True,REGULAR,USD
SPY260918C00666000,2026-07-31 14:00:25+00:00,666.0,82.18,103.44,106.89,0.0,0.0,1.0,1,0.4083921466064453,True,REGULAR,USD
SPY260918C00667000,2026-08-12 19:53:42+00:00,667.0,108.97,102.46,105.88,0.0,0.0,1.0,2,0.40500472930908205,True,REGULAR,USD
SPY260918C00668000,2026-07-31 17:27:10+00:00,668.0,84.0,101.47,104.91,0.0,0.0,1.0,7,0.40259386474609377,True,REGULAR,USD
SPY260918C00669000,2026-08-05 17:19:48+00:00,669.0,106.81,100.52,103.93,0.0,0.0,1.0,26,0.39990834472656256,True,REGULAR,USD
SPY260918C00670000,2026-08-18 17:07:29+00:00,670.0,101.43,99.51,102.94,-5.300003,-4.965804,4.0,3379,0.3970092037963867,True,REGULAR,USD
SPY260918C00671000,2026-07-23 15:29:33+00:00,671.0,74.96,98.52,101.97,0.0,0.0,1.0,1,0.39453730468750003,True,REGULAR,USD
SPY260918C00672000,2026-08-18 17:59:22+00:00,672.0,98.84,97.54,100.96,-5.1500015,-4.9524007,3.0,6,0.3911804046630859,True,REGULAR,USD
SPY260918C00673000,2026-06-23 15:03:39+00:00,673.0,78.36,105.71,109.44,0.0,0.0,,1,0.5326584820556641,True,REGULAR,USD
SPY260918C00674000,2026-07-29 18:10:24+00:00,674.0,71.8,95.57,98.99,0.0,0.0,,3,0.38556522644042956,True,REGULAR,USD
SPY260918C00675000,2026-08-18 17:07:29+00:00,675.0,96.5,94.59,98.03,-4.6800003,-4.62542,2.0,5603,0.3833374655151367,True,REGULAR,USD
SPY260918C00676000,2026-07-23 19:58:03+00:00,676.0,71.43,93.61,97.03,0.0,0.0,2.0,1,0.38019418640136715,True,REGULAR,USD
SPY260918C00677000,2026-08-14 19:56:40+00:00,677.0,102.14,92.63,96.07,0.0,0.0,1.0,31,0.37793590820312495,True,REGULAR,USD
SPY260918C00678000,2026-08-13 14:32:02+00:00,678.0,103.72,91.65,95.09,0.0,0.0,1.0,2,0.37518935363769534,True,REGULAR,USD
SPY260918C00679000,2026-08-10 17:09:21+00:00,679.0,97.79,90.67,94.11,0.0,0.0,1.0,2,0.37247331634521486,True,REGULAR,USD
SPY260918C00680000,2026-08-17 19:43:01+00:00,680.0,92.21,89.69,93.13,-4.029999,-4.187447,1.0,4964,0.36975727905273437,True,REGULAR,USD
SPY260918C00681000,2026-07-24 13:34:04+00:00,681.0,66.82,88.71,92.13,0.0,0.0,1.0,2,0.3665834826660156,True,REGULAR,USD
SPY260918C00682000,2026-08-18 14:54:37+00:00,682.0,89.57,87.73,91.17,-8.07,-8.265056,3.0,9,0.36426416992187505,True,REGULAR,USD
SPY260918C00683000,2026-08-10 17:11:12+00:00,683.0,93.89,86.75,90.17,0.0,0.0,1.0,12,0.3610903735351562,True,REGULAR,USD
SPY260918C00684000,2026-08-13 13:44:17+00:00,684.0,95.35,85.77,89.21,0.0,0.0,1.0,25,0.3587710607910156,True,REGULAR,USD
SPY260918C00685000,2026-08-18 14:04:46+00:00,685.0,87.17,86.18,88.23,-5.779999,-6.2183957,1.0,5177,0.3560245062255859,True,REGULAR,USD
SPY260918C00686000,2026-08-17 15:27:19+00:00,686.0,92.84,83.82,87.25,0.0,0.0,1.0,3,0.35324743438720696,True,REGULAR,USD
SPY260918C00687000,2026-07-06 15:54:11+00:00,687.0,74.0,82.84,86.28,0.0,0.0,,14,0.3506839834594726,True,REGULAR,USD
SPY260918C00688000,2026-07-30 15:56:44+00:00,688.0,57.6,81.91,85.26,0.0,0.0,1.0,8,0.34708294525146477,True,REGULAR,USD
SPY260918C00689000,2026-08-04 16:44:02+00:00,689.0,85.59,80.89,84.31,0.0,0.0,1.0,19,0.34491621887207036,True,REGULAR,USD
SPY260918C00690000,2026-08-18 14:22:42+00:00,690.0,82.42,79.91,82.92,-4.9300003,-5.6439614,2.0,6284,0.3336858624267578,True,REGULAR,USD
SPY260918C00691000,2026-08-18 17:59:14+00:00,691.0,80.14,78.94,82.38,-7.220001,-8.264653,15.0,4,0.33991138610839844,True,REGULAR,USD
SPY260918C00692000,2026-08-17 13:32:29+00:00,692.0,87.65,78.01,79.95,0.0,0.0,1.0,1,0.30652548950195313,True,REGULAR,USD
SPY260918C00693000,2026-08-17 14:15:23+00:00,693.0,85.85,76.99,80.46,0.0,0.0,1.0,12,0.3350896569824219,True,REGULAR,USD
SPY260918C00694000,2026-08-14 15:36:18+00:00,694.0,85.91,76.28,79.49,0.0,0.0,4.0,34,0.33246517150878907,True,REGULAR,USD
SPY260918C00695000,2026-08-18 18:21:27+00:00,695.0,76.87,75.14,78.46,-10.229996,-11.745116,12.0,8576,0.3286199951171874,True,REGULAR,USD
SPY260918C00696000,2026-08-14 13:56:36+00:00,696.0,85.78,74.08,77.59,0.0,0.0,5.0,12,0.32791809783935544,True,REGULAR,USD
SPY260918C00697000,2026-08-17 14:14:19+00:00,697.0,81.85,73.27,76.45,0.0,0.0,1.0,5,0.3219672296142577,True,REGULAR,USD
SPY260918C00698000,2026-07-29 14:45:30+00:00,698.0,46.94,72.14,75.61,0.0,0.0,2.0,22,0.3218146432495117,True,REGULAR,USD
SPY260918C00699000,2026-08-17 17:47:12+00:00,699.0,78.1,71.17,74.61,0.0,0.0,14.0,27,0.31854929504394525,True,REGULAR,USD
SPY260918C00700000,2026-08-18 18:11:36+00:00,700.0,71.21,70.93,72.16,-5.1299973,-6.7199345,14.0,8693,0.286567192993164,True,REGULAR,USD
SPY260918C00701000,2026-08-17 13:30:01+00:00,701.0,78.75,69.55,72.71,0.0,0.0,1.0,47,0.31391066955566405,True,REGULAR,USD
SPY260918C00702000,2026-08-14 17:18:12+00:00,702.0,77.6,68.27,71.7,0.0,0.0,1.0,12,0.31046221771240234,True,REGULAR,USD
SPY260918C00703000,2026-08-06 15:35:17+00:00,703.0,71.67,67.5,70.62,0.0,0.0,1.0,10,0.30570152313232424,True,REGULAR,USD
SPY260918C00704000,2026-08-14 16:18:15+00:00,704.0,76.55,66.34,69.79,0.0,0.0,1.0,4,0.3055489367675781,True,REGULAR,USD
SPY260918C00705000,2026-08-18 15:55:21+00:00,705.0,66.96,65.72,68.83,-5.4800034,-7.564886,4.0,8767,0.3029549685668945,True,REGULAR,USD
SPY260918C00706000,2026-08-17 19:56:24+00:00,706.0,69.79,64.42,67.89,0.0,0.0,1.0,8,0.30072720764160155,True,REGULAR,USD
SPY260918C00707000,2026-08-10 16:54:55+00:00,707.0,70.11,63.46,66.93,0.0,0.0,2.0,27,0.29813323944091785,True,REGULAR,USD
SPY260918C00708000,2026-08-18 13:55:43+00:00,708.0,64.5,62.5,65.93,-6.3799973,-9.001125,1.0,19,0.29480685668945306,True,REGULAR,USD
SPY260918C00709000,2026-08-18 16:33:39+00:00,709.0,63.5,61.54,64.98,-5.4000015,-7.837447,2.0,4,0.2923654748535155,True,REGULAR,USD
SPY260918C00710000,2026-08-18 17:11:52+00:00,710.0,62.38,61.33,62.64,-4.619999,-6.8955207,12.0,6516,0.26474734283447265,True,REGULAR,USD
SPY260918C00711000,2026-08-12 15:35:43+00:00,711.0,65.8,59.75,62.95,0.0,0.0,1.0,21,0.28516339843749994,True,REGULAR,USD
SPY260918C00712000,2026-08-05 14:46:13+00:00,712.0,67.96,58.68,62.12,0.0,0.0,1.0,8,0.2847361566162109,True,REGULAR,USD
SPY260918C00713000,2026-08-17 19:50:46+00:00,713.0,64.14,57.84,61.04,0.0,0.0,1.0,10,0.280005979309082,True,REGULAR,USD
SPY260918C00714000,2026-08-17 15:05:57+00:00,714.0,65.4,56.92,60.08,0.0,0.0,2.0,43,0.27732045928955074,True,REGULAR,USD
SPY260918C00715000,2026-08-18 18:09:40+00:00,715.0,56.93,56.04,59.11,-7.989998,-12.307452,9.0,12858,0.274421318359375,True,REGULAR,USD
SPY260918C00716000,2026-08-17 13:32:32+00:00,716.0,64.26,55.13,58.07,0.0,0.0,1.0,119,0.2703930383300781,True,REGULAR,USD
SPY260918C00717000,2026-08-14 15:36:29+00:00,717.0,63.56,53.93,57.36,0.0,0.0,4.0,27,0.27176631561279296,True,REGULAR,USD
SPY260918C00718000,2026-08-18 17:19:18+00:00,718.0,54.93,53.05,56.4,9.740002,21.553446,1.0,34,0.268989243774414,True,REGULAR,USD
SPY260918C00719000,2026-08-18 17:36:21+00:00,719.0,54.06,52.2,55.32,-3.949997,-6.809166,13.0,55,0.26425906646728514,True,REGULAR,USD
SPY260918C00720000,2026-08-18 17:57:33+00:00,720.0,52.5,51.1,54.43,-5.290001,-9.153834,6.0,17178,0.26258061645507813,True,REGULAR,USD
SPY260918C00721000,2026-08-18 18:41:23+00:00,721.0,51.88,50.44,53.35,-6.8899994,-11.723667,2.0,92,0.25785043914794925,True,REGULAR,USD
SPY260918C00722000,2026-08-17 14:13:47+00:00,722.0,57.79,49.44,52.46,0.0,0.0,1.0,56,0.256141471862793,True,REGULAR,USD
SPY260918C00723000,2026-08-10 18:19:23+00:00,723.0,55.28,48.29,51.74,0.0,0.0,1.0,18,0.25702647277832036,True,REGULAR,USD
SPY260918C00724000,2026-08-18 14:55:56+00:00,724.0,49.07,47.46,50.71,-7.760002,-13.654763,1.0,29,0.2530592272949219,True,REGULAR,USD
SPY260918C00725000,2026-08-18 16:05:56+00:00,725.0,48.5,46.43,48.35,-4.5,-8.490566,25.0,17613,0.22806558074951172,True,REGULAR,USD
SPY260918C00726000,2026-08-11 13:37:46+00:00,726.0,53.2,47.05,48.95,0.0,0.0,1.0,157,0.24964129272460936,True,REGULAR,USD
SPY260918C00727000,2026-08-17 16:15:41+00:00,727.0,52.93,46.06,48.01,0.0,0.0,17.0,68,0.24698628997802735,True,REGULAR,USD
SPY260918C00728000,2026-08-17 16:37:57+00:00,728.0,51.8,45.24,47.1,0.0,0.0,1.0,51,0.2447280117797852,True,REGULAR,USD
SPY260918C00729000,2026-08-17 13:35:48+00:00,729.0,51.42,44.28,46.25,0.0,0.0,20.0,102,0.24332421722412106,True,REGULAR,USD
SPY260918C00730000,2026-08-18 17:27:30+00:00,730.0,43.37,43.38,43.72,-4.4300003,-9.267783,5.0,30014,0.21680470703125,True,REGULAR,USD
SPY260918C00731000,2026-08-14 20:01:37+00:00,731.0,50.05,42.46,44.42,0.0,0.0,2.0,307,0.23851774673461912,True,REGULAR,USD
SPY260918C00732000,2026-08-18 14:56:48+00:00,732.0,41.47,41.55,43.44,-6.8600006,-14.194083,1.0,178,0.23513032943725587,True,REGULAR,USD
SPY260918C00733000,2026-08-17 19:37:17+00:00,733.0,45.18,40.6,42.56,0.0,0.0,1.0,715,0.23313144805908204,True,REGULAR,USD
SPY260918C00734000,2026-08-18 15:11:00+00:00,734.0,39.7,39.74,41.63,-7.3999977,-15.711248,1.0,356,0.23041541076660155,True,REGULAR,USD
SPY260918C00735000,2026-08-18 16:35:43+00:00,735.0,39.02,38.87,40.73,-4.2599983,-9.842879,54.0,12446,0.22806558074951172,True,REGULAR,USD
SPY260918C00736000,2026-08-18 17:32:25+00:00,736.0,38.13,37.97,39.64,-4.1499977,-9.81551,1.0,609,0.2230607479858398,True,REGULAR,USD
SPY260918C00737000,2026-08-18 13:45:43+00:00,737.0,37.83,37.01,38.96,-4.1499977,-9.885654,1.0,700,0.22367109344482416,True,REGULAR,USD
SPY260918C00738000,2026-08-17 19:33:37+00:00,738.0,40.51,36.16,38.05,0.0,0.0,5.0,778,0.2210771252441406,True,REGULAR,USD
